tweet;correctLabel;predictedLabel
@sanluispotoyeesummmnoooyoutakeparmerthen183southuntilyougettotheh52d;lang1 lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
@kennyvaccaro4whateverhappenedtoblakegideon???you2werelikebulldozersonthatutfieldwhenyallplayedtogether!!!;1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
@fordhmmmmighthavetosellmyold02f150forthisone(;it'sgorgeous!;1 lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 ;other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
onceicangetmychliwanttogohunting!!!#luceroteapoyo#texas#gunsup#deer#ducks#quail;lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang2 lang1 lang2 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
mytlisunderderailmentbythe#txstfollowtrain!#awwdamn#holdon;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
@elizaaaabethhh_@ciinthiiarmlolrightletskeepgoing;)hehejkjk;1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 other lang1 ;other lang1 lang1 lang1 other lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
@elizaaaabethhh_@ciinthiiarmespeciallyatemmalongornorthwestparkeveryweekend:d;lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
@elizaaaabethhh_icann'thelpit!itsfun!!!^.^lmao;1 other lang1 lang2 lang1 lang2 other lang2 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 ;other other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
yoentremenostengomasfelizmesiento:)serepobreperoasisoyfeliz!;lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
mi38yanotequiero..puroak-47..yavete..tuvaspatrasydilequeterespete..;1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1  
@_shedopeeejajaporque:(;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
yacambiodequechikititaaaa????;1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 other 1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other  
sequesoyunashorasdemaselpasatiempoquetantotedivierte...;other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
sequeno..quenopodreborrartunombredemimenteaunqueyolointente..;lang1 lang2 lang1 lang1 lang2 lang1 lang2 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
noseeevivirsinoescontigooo..sintinoseniquiensoy...;lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
medijistequeteivas..mastuslabiossonreian..perotusojoserantrozosdedolor...;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1  
yestaternuraquesientoportiespormirartedelejos..porquetunomepermitesunsegundodetutiempo...;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
alguiensetomomivinoalguienseacostoenmicama..yhoymedejasesporcausadeestadecepsion...;1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
estasadjeridaamicomountatuajeee;lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1  
nomeconformoconsertuamigosoyambiciosoytebendigo..;lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other other  
ydicesqueelamor..igualquellegaapasar..igualsemarchoporlaventana..yqueencontrounlugarenotracama...;lang1 lang1 lang1 lang1 lang2 lang1 other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1  
mellamasparadecirmequetemarchas..queyanoaguantasmas..queyaestasarta...;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1  
comopoderdecirtequesintivivotristeee..;other lang1 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 1 lang2 lang2 lang1 ;other other lang1 lang1 lang1 lang1 lang1 lang2 ne lang1 lang1 other lang1 other lang2 lang2  
cuentametu..haspodidoolvidaraquellasnochesdeamorquecompartiamoslosdos?..;other lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 ;other lang2 lang2 other other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1  
@elizaaaabethhh_denada:);1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang2 lang1 lang2 lang2 lang2 other lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 other  
porminoquedo...elproblemaesquetununcaaacolaborasteee!!!!...;1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang2 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne lang1 lang1 lang2 lang1  
conlanovedadqueelrogar,nuncaasidomifuerte...!;1 lang1 lang1 lang2 lang2 lang2 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang2 lang2 lang1 lang1 ;other lang1 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1  
mevoyacolgarelgafettedesolteroysaldrealucirlooo;d;1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 other lang1 lang1 lang2 lang1 lang1 lang2 other lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other lang1 lang2 lang1 lang1 lang1 other  
hayquerwconoserlonuestronosedio...fuimostodounfracasooo;other lang1 lang1 lang2 lang2 other lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang1 lang1 lang2 lang1 ;other lang1 lang1 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2  
gentependejaaa...;other lang1 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 ;other lang1 lang2 other other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 ambiguous  
quisieranuncaaverteconosido..nijamasaverprobadodetusbesos..quisieraavernacidoenotrosiglopanoaverteconosido..;1 lang2 lang2 lang2 lang1 lang1 lang1 lang1 other lang1 lang2 lang2 lang2 lang2 lang2 lang1 lang1 ;other lang2 lang2 lang2 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang1  
fuextuculpaxknovaloraste..fuextuculpaxksiemprepensastequeivaaestaratuspies...;other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 ;other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang2 ne lang1 lang1 lang1 lang1  
tumatasteelamoryanosiguasllorando..queotrosbrazosmeestanesperando;d;lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1  
ventumiamooor...venporfavoooooor.....;lang1 lang1 lang1 lang1 lang2 lang2 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
yaestoycansadodeltequiero..delosmilteamo'squemeenviasporcarta..ventuydimelocaraacaraqueporpapelnosientonada..;lang1 lang1 lang1 lang2 lang1 lang2 1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang1 lang1 other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other  
quetontos..quelocos..somostuyyo..estandoconotrosyahoraamandonos...;lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other  
mepidestantoquetedetulibertad..hasloquequieras,conquienquieras,dondequieras..eldiaquequierasirtepuedesirte..;lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 other lang2 other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other  
hoysintilavidanotieneigualcolor..nuncamasvoyaencontrarsentimientoigualdelquemevolvereaenamorar..;lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
quepasosientoquetodosetermino..dondeestaaquelamorquemedabas?aquellascariciasconquedespertabas?;lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang2 lang2 lang2 other lang1 lang1 lang1 other lang1 lang1 lang1 other  
situtequieresmarcharyonotelovoyaimpedir..;lang1 lang1 lang1 lang1 lang1 1 lang1 lang2 lang1 lang2 lang1 lang2 lang1 1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang1 lang2 lang1 lang2 lang1 lang2 lang1 lang2 lang1 lang2 ne lang2  
ysitevuelvesaenamorarcorazonnoquierovertellorarporquetuspenassonlasmiastambienynosoportariaunamas...;lang1 lang1 lang1 lang1 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
corazonnoseasasi..fijatedequienteenamoras!!!;lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 other lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
lacuriosidadmatoalgato..peroaminiabalazosmealcanzan;);lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang2 other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other  
cuidadetuvidaentucamino,yosiemprepedireadiosporti..poresecorazonquemediotanto,peroacabomiencantoyloperdiii..;1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang2 other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1  
@lesambamandalepues...;lang1 lang1 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 other lang2 other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other  
tantopasado,tantascaricias,tantosrecuerdosparasonar..eshistoriaquenadiepodraigualar..;lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
laverdadesquetuyanoeresnadaparami...vete!noimportadonde...tansoloconquesealejosdemi..;other lang1 lang1 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 ;other lang2 other lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 other lang1 lang2  
@audreyy_torreslolentonces?xd;lang1 lang1 lang1 lang2 lang1 lang2 lang1 lang1 lang2 lang1 1 lang2 lang2 lang1 lang1 lang1 lang1 ;lang1 lang1 other lang2 lang2 ne other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
@audreyy_torrestevendolamia!;lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other  
@elizaaaabethhh_teinvitocuandomepagen!^.^;lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 other  
pormasbonitaqueestesesepincheosicoquetecargastehaceverfellisima...mecaekesi..;1 1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang2 lang2 lang1 lang1 ;other other lang1 lang1 lang1 lang1 lang1 ne lang1 ne lang1 lang1 other lang2 lang2 other  
@_shedopeeeeslareaccionnatural!unonopiensaclaramentelascosasyhacelascosasenelmomentosinpensarenlasconsecuensias:/;lang1 lang1 lang1 lang1 lang2 lang2 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang2 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other  
buenasnochesojalaytocetrabajarmañana!!!;lang1 lang2 lang1 lang1 lang1 lang2 lang1 1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 ;lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
@sanluispotoyeesyeso(;?;lang1 lang1 lang1 lang2 lang2 lang1 1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 other other lang2 lang2 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
nacosamiladoooaquienlostacos!!!borrensealvpa'yaaaa!!!ewww;other other ne lang2 lang2 other lang2 lang1 lang1 ne lang1 ne lang2 lang2 other 1 lang1 ;other other ne lang2 lang2 other lang2 lang2 lang2 ne other ne lang2 lang2 other lang2  
@sanluispotoyeesakesiiixd;lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ;lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other  
@sanluispotoyeesdileskeledasunmasajeconunbalazoenlacabezapakyqnosientadolorjajajaja;other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 other lang1 lang1 lang1 lang2 other lang1 ;other lang1 other lang1 lang1 lang1 other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other  
@sanluispotoyeespakahorrositengocasaspaescojer!aytanunchingodepuentes;)jajajaahoratapateelosicootelotapo8===do:;1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 ;other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 other  
@sanluispotoyeesmirababosillaaatapameelquioteynomameslmfaoxd;1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang2 other lang1 lang1 lang1 lang1 lang1 other lang1 ;other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other  
@sanluispotoyeeseskemeardenmisojosxelmalditocedralquehayenelaire-.-;1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang2 other lang1 ;other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other  
@audreyy_torrescoshinaaaa;1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 ;other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other  
@aldoatardecerykseescucheesatamboraaaprimooo!!!;lang2 lang1 lang2 lang1 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang1 ;lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2  
nadiepuedellorarleaesteviejoporquenadadejo,mevoycomovineee!!!;lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang1 lang2 lang2 lang2 lang2 lang1 ;lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2  
alcavoqueniqueriaaa...indiaperraaa!!!!!;lang2 lang2 lang2 lang1 lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 ;lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other  
